track_id,title,artist_name,release,year,key,key_confidence,time_signature,time_signature_confidence,mode,mode_confidence,end_of_fade_in,start_of_fade_out,energy,duration,danceability,song_hottnesss,tempo,loudness,top100
TRACBYL12903CFDBC6,Love Your Love The Most,Eric Church,Carolina,2009,10,0.848,4,0.12,1,0.569,0.172,160.758,0,170.23955,0,0.819700534,150.211,-7.185,yes
TRACAKD128F92D5D38,My Life Would Suck Without You,Kelly Clarkson,My Life Would Suck Without You,2009,9,0.019,4,0.394,1,0.138,0.259,218.273,0,230.63465,0,nan,135.914,-5.953,yes
TRACNMH12903CA9CCC,LoveGame,Lady GaGa,LoveGame,2008,6,0.828,4,0.875,0,0.757,0.235,212.962,0,216.00608,0,nan,104.971,-5.46,yes
TRACXJN128E0791F95,The Wreckoning,Boomkat,Boomkatalog.One,2003,1,0.807,4,0.509,1,0.678,1.247,225.042,0,232.28036,0,nan,91.486,-8.966,yes
TRARFOC128F92ED401,The Way I Am,Eminem,Curtain Call,2000,4,0.067,4,0.862,0,0.419,0,278.32,0,291.10812,0,nan,174.731,-3.353,yes
TRARTPH128E0789C05,Settle For A Slowdown,Dierks Bentley,Modern Day Drifter,2005,5,0.536,4,0,1,0.555,0.183,212.927,0,223.242,0,0.804361672,161.795,-6.08,yes
TRARSKA128F9336A04,3,Britney Spears,3,2009,1,0.309,5,1,1,0.409,0,461.41,0,465.47546,0,nan,131.999,-6.278,yes
TRABRXB128F92F3F94,Hey Ya!,OutKast,50 Great Songs,2003,4,0.462,5,0.85,0,0.501,0.142,222.215,0,238.49751,0,nan,105.964,-4.185,yes
TRABQJG128F4267518,You Sang To Me,Marc Anthony,Marc Anthony,1999,5,0.091,4,0.481,1,0.33,0.798,341.664,0,347.8722,0,nan,165.991,-5.21,yes
TRABAFJ128F42AF24E,Larger Than Life,Backstreet Boys,Just Want You To Know,1999,0,0.005,4,0.572,1,0.51,4.569,226.569,0,236.25098,0,nan,112.787,-5.12,yes
TRAFWCT128F42918E5,I Try,Macy Gray,Macy Gray : Nissan Live Sets on Yahoo! Music,1999,2,0.394,4,0.52,1,0.413,2.183,581.265,0,586.91873,0,nan,157.669,-5.832,yes
TRAFWZH128F92D5266,Dance With My Father,Luther Vandross,The Ultimate Luther Vandross,2003,10,0.423,4,1,1,0.387,0.351,246.091,0,266.4224,0,nan,161.963,-9.384,yes
TRAFQFM128E078EC97,The Way I Am,Eminem,The Marshall Mathers LP,2000,7,0.507,4,0.849,1,0.507,2.02,277.211,0,289.30567,0,0.813003556,174.69,-2.973,yes
TRAFQFV128F9326217,Good Life,OneRepublic,Waking Up,2009,6,0.61,4,0.984,1,0.617,0.078,236.774,0,253.25669,0,0.898390211,95.005,-7.567,yes
TRAFZKY128F424C628,See You Again,Miley Cyrus,See You Again,2007,9,0.395,4,0.379,0,0.286,0,186.021,0,190.35383,0,0.517148973,138.976,-5.462,yes
TRAQBNZ12903CB70E9,Gots Ta Be,B2K,B2K  The Remixes  Vol. 1,2002,7,0.742,4,0.795,1,0.585,0.072,242.503,0,261.0673,0,nan,193.97,-3.248,yes
TRAQIFA128F932F367,I Don't Want To Be,Gavin DeGraw,Live In The Alice Lounge,2003,0,0.579,4,0.508,0,0.643,0.241,286.766,0,295.36608,0,nan,145.216,-9.078,yes
TRAQJHQ12903CEAFFC,Milkshake,Kelis,Now That's What I Call The 00's,2003,6,0,4,0.848,1,0,0.311,171.654,0,181.9424,0,nan,113.009,-8.472,yes
TRAQXJV128F42AEAEC,I'm Sprung,T-Pain,I'm Sprung,2005,0,0.584,4,0.381,0,0.609,0.148,226.174,0,231.05261,0,nan,100.12,-10.877,yes
TRAZMHT128F4296C31,I Told Y'all,Petey Pablo,Diary Of A Sinner: 1st Entry,2001,4,0.131,4,0.986,0,0.392,0.091,247.049,0,256.88771,0,0.615372256,193.788,-6.799,yes
TRAZWGK128F93141E3,Poker Face,Lady GaGa,Live Lounge 4,2008,3,0.72,4,0.147,1,0.538,0.967,238.91,0,243.33016,0,nan,86.499,-11.323,yes
TRAZWGV128F425DA7C,Just Let Me Be In Love,Tracy Byrd,Ten Rounds,2007,0,0.463,4,0.463,0,0.498,2.682,216.474,0,227.57832,0,0.66457865,96.068,-7.695,yes
TRAZHUK128E0789114,Lonely,Akon,Lonely,2004,1,0,4,0.148,1,0,0.175,209.258,0,211.66975,0,nan,90.069,-10.87,yes
TRAZCCG128F1463460,Pump It Up,Joe Budden,Joe Budden,2003,6,0.12,4,1,1,0.409,0.171,212.3,0,224.26077,0,0.872654677,106.478,-5.54,yes
TRAZFNU128F427FD44,One More Chance,Michael Jackson,One More Chance,2003,9,0.16,4,0.872,1,0.202,0.758,217.13,0,234.94485,0,nan,88.872,-6.056,yes
TRAZASM128F932FBEE,Do You Want To,Franz Ferdinand,You Could Have It So Much Better,2005,0,0.493,4,0.315,1,0.409,0,208.306,0,214.9873,0,0.84937728,124.01,-3.509,yes
TRAZTBZ128F4274A59,Love Remains The Same,Gavin Rossdale,Wanderlust,2008,4,0.78,4,0.776,1,0.672,0,240.17,0,249.49506,0,0.805702989,148.902,-5.285,yes
TRAZSDN128F42B65CD,Heard It All Before,Sunshine Anderson,Your Woman,2001,8,0.314,4,1,0,0.298,0.078,278.953,0,290.01098,0,0.71972272,97.039,-3.209,yes
TRAIMRN128E0791E72,Who's Your Daddy?,Toby Keith,Unleashed,2002,2,0.158,4,0,1,0.41,0.242,222.273,0,237.58322,0,nan,126.214,-5.987,yes
TRAIAXU128F428BCE1,Beautiful Flower,India.Arie,Beautiful Flower,2009,11,0.209,4,0.809,1,0.343,0.607,222.691,0,231.6273,0,0.567591725,73.348,-14.977,yes
TRAINIF128F426416B,The Call,Backstreet Boys,Black & Blue,2000,10,0.495,4,0.611,0,0.5,2.014,229.883,0,236.2771,0,nan,103.997,-2.801,yes
TRAIPST128F9302AE9,Beautiful,Eminem,Beautiful,2009,5,1,4,0.722,0,0.89,0.473,373.696,0,397.60934,0,nan,131.955,-7.038,yes
TRAILFA128EF349FE5,Survivalism,Nine Inch Nails,Survivalism,2007,9,0.203,3,1,0,0.516,3.181,254.258,0,256.83546,0,nan,86.624,-6.787,yes
TRAIVZI128F42642DE,Shape Of My Heart,Backstreet Boys,Black & Blue,2000,11,0.505,3,1,0,0.518,2.798,165.75,0,173.5571,0,nan,86.693,-5.47,yes
TRAAMRE128F4298E7D,Everybody,Keith Urban,Greatest Hits - 18 Kids,2006,7,0.464,4,0.951,1,0.74,0,224.194,0,236.90404,0,0.70958557,93.956,-7.19,yes
TRAAGCZ128F93210FD,Let's Get It Started,Black Eyed Peas,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,2004,11,0.205,4,1,0,0.332,0,213.664,0,229.61587,0,0.624425493,105.206,-4.882,yes
TRAARHS128F931689D,Spaceman,The Killers,Hitzone 49,2008,4,0.49,4,0.198,1,0.469,0.206,267.685,0,284.3424,0,nan,151.953,-6.546,yes
TRANHYE128F92DE232,The Way I Loved You,Taylor Swift,Fearless,2008,5,0.989,4,0.335,1,0.676,2.101,234.185,0,245.36771,0,0.853828893,160.786,-4.536,yes
TRANZLM128F92F741E,SOS,Rihanna,SOS,2006,6,0.495,4,0.421,0,0.524,0.376,238.051,0,244.50567,0,nan,139.304,-3.925,yes
TRANAAU128F92E9228,Paranoid,Jonas Brothers,Paranoid,2009,0,0.111,4,0.669,1,0.227,0,403.969,0,413.04771,0,nan,127.839,-6.258,yes
TRANNZZ128F92C22F7,What Goes Around...Comes Around,Justin Timberlake,What Goes Around... Comes Around,2007,11,0.617,1,0,0,0.619,0.136,246.404,0,254.1971,0,nan,127.952,-3.773,yes
TRANPBI128F9313477,Rakata,Wisin & Yandel,Pa'l Mundo,2005,1,0.753,4,0.573,1,0.531,0.211,169.767,0,172.72118,0,nan,191.968,-5.844,yes
TRANEIV128F92E3AA6,It's Not Over,Daughtry,Daughtry (Deluxe Edition),2006,10,0.531,4,0.51,0,0.558,0.078,236.339,0,245.52444,0,nan,149.931,-6.523,yes
TRANKVW12903D021E1,TiK ToK,Ke$ha,Blah Blah Blah,2009,1,0.675,3,0.492,1,0.457,0.183,275.255,0,308.89751,0,nan,127.072,-7.028,yes
TRAPNAO128F9309815,I Don't Care,Fall Out Boy,Folie íæ Deux,2008,2,0.035,4,0.292,1,0.296,0,214.465,0,214.46485,0,nan,134.031,-3.829,yes
TRAPTOE128F4272000,Don't Matter,Akon,Don't Matter,2006,2,0.358,4,1,1,0.36,0.403,243.212,0,249.39057,0,0.847530898,125.328,-6.124,yes
TRAPDCB128F42824A6,Take My Breath Away,Jessica Simpson,In This Skin (Standard Package),2004,7,0.537,4,0,1,0.608,2.38,185.278,0,196.12689,0,0,99.909,-6.224,yes
TRATDKN128E078EDB3,The Way I Am,Eminem,Without Me,2000,1,0.015,4,0.505,0,0.271,0.276,279.847,0,292.25751,0,nan,174.651,-2.274,yes
TRAUWRW128F9358C69,Change Clothes,Jay-Z,R&B Love Collection Summer 2009,2003,5,0.037,4,1,1,0.308,0.165,246.399,0,259.05587,0,nan,104.123,-4.73,yes
TRAUGFL128F9343241,Feelin' On Yo Booty,R. Kelly,TP-2.com,2000,0,0.243,4,1,0,0.421,0.258,234.196,0,245.86404,0,nan,122.018,-7.439,yes
TRAUHFI128F9326238,Seventeen Forever,Metro Station,Seventeen Forever,2007,11,0.328,4,0.313,0,0.416,0.27,109.906,0,112.06485,0,nan,140.034,-7.732,yes
TRAUXNG128F933AA28,Ordinary People,John Legend,Just Great Love Songs,2004,10,0.662,5,1,1,0.675,0.159,231.137,0,240.56118,0,nan,74.747,-10.835,yes
TRALMBM128F92EAA15,Never Again,Kelly Clarkson,Dance Vault Mixes - Never Again,2007,5,0.236,5,0.496,0,0.376,2.072,359.625,0,368.92689,0,nan,131.991,-7.562,yes
TRALIEV128F92DE23C,Should've Said No,Taylor Swift,Fearless,2006,4,0.365,4,0.623,0,0.451,0.107,232.2,0,245.78567,0,nan,167.97,-4.954,yes
TRALLSG128F425A685,White Flag,Dido,Life For Rent,2003,5,0.433,4,0.784,1,0.533,2.543,236.083,0,240.03873,0,1,85.055,-6.836,yes
TRALJBT128F4266FD8,Play,Jennifer Lopez,J.Lo,2001,6,0.334,4,1,0,0.357,0.177,211.565,0,211.56526,0,0.804749694,104.796,-1.81,yes
TRAEWXY128E0786183,Vertigo,U2,Sometimes You Can't Make It On Your Own,2004,11,0.134,4,0.362,0,0.231,0,444.418,0,451.44771,0,nan,130.013,-4.833,yes
TRAECBR128F429F8C0,Everytime,Britney Spears,Everytime,2003,0,0.452,3,0,0,0.522,2.926,194.769,0,206.81098,0,nan,85.331,-3.738,yes
TRAERWQ128F92C2024,Bad Day,Daniel Powter,2007 Grammy Nominees,2005,3,0.835,4,0.427,1,0.726,0.328,221.901,0,233.63873,0,0.864401319,140.153,-3.382,yes
TRAEZLQ128F427F954,Chasing Cars,Snow Patrol,Shut Your Eyes,2006,9,0.14,4,0.62,1,0.633,1.332,261.265,0,268.95628,0,nan,106.002,-6.621,yes
TRAENGY128F4272846,Sweet Southern Comfort,Buddy Jewell,Buddy Jewell,2003,2,0.58,4,0.27,1,0.658,0.305,200.133,0,212.89751,0,0.79080308,147.928,-6.986,yes
TRAEUIW12903D018F0,You And Your Heart,Jack Johnson,You And Your Heart,2010,2,1,4,1,1,0.706,0.334,179.664,0,196.20526,0,0.918534291,107.042,-7.045,yes
TRAELQO128F42AC767,Something To Be Proud Of,Montgomery Gentry,Something To Be Proud Of:  Best Of 1999-2005,2004,0,0.954,4,0.878,1,0.691,0,243.786,0,255.4771,0,0.842746122,97.488,-6.816,yes
TRAEJFS128F92DE220,Fearless,Taylor Swift,Fearless,2008,5,0.771,4,0.241,1,0.664,1.048,232.072,0,243.35628,0,nan,100.086,-4.576,yes
TRAJGAB12903CCBA42,Set It Off,Juvenile,Greatest Hits,2001,5,0.554,4,0.832,1,0.489,0.089,242.962,0,256.9922,0,0.463489662,167.864,-6.918,yes
TRAJRIT128F92F4352,Trading Places,Usher,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,2008,11,0.322,4,0,0,0.324,0,286.772,0,286.77179,0,nan,147.979,-4.04,yes
TRAJSOD128F9339CD6,Sneakernight,Vanessa Hudgens,Identified,2008,9,0.616,4,0.514,1,0.5,0.142,174.306,0,178.65098,0,0.80376814,103.988,-4.298,yes
TRASGVG128F92E8E0F,Breakeven,The Script,Match Of The Day,2008,10,0.572,4,0.506,1,0.601,0.171,250.247,0,258.14159,0,nan,94.128,-6.319,yes
TRASHZB128E0791E81,One Woman Man,Dave Hollister,Chicago '85...The Movie,2001,4,0.33,4,0.796,1,0.372,0,253.678,0,271.62077,0,0.790566802,91.003,-7.493,yes
TRASBVS12903CF4537,If I Ain't Got You,Alicia Keys,Essential-Soul Love,2003,7,0.55,4,0,1,0.566,2.31,212.643,0,231.18322,0,nan,118.273,-8.414,yes
TRASBJU128F9324EFA,Wish I Didn't Miss You,Angie Stone,20 R&B GEMS,2001,5,0.649,4,0.404,0,0.604,0.369,256.644,0,269.37424,0,0.405115722,124.021,-11.027,yes
TRAVJHK128E078370B,Headsprung,LL Cool J,Headsprung,2004,10,0.006,4,1,1,0.33,0.124,257.701,0,270.10567,0,nan,99.914,-7.553,yes
TRAVVLI128F92F7053,If I Can't,50 Cent,Hip Hop - The Collection 3,2003,11,0.272,4,0.986,0,0.185,0.121,189.26,0,196.46649,0,nan,94.38,-4.927,yes
TRADMUH128F146D3CD,Through The Wire,Kanye West,Through The Wire,2003,7,0.766,4,0.785,1,0.474,0.363,259.692,0,271.25506,0,nan,166.037,-5.227,yes
TRADCDD128F1494A23,Thinking About You,Norah Jones,Thinking About You,2007,8,0.746,4,0.445,1,0.654,1.03,186.967,0,201.19465,0,nan,123.774,-11.998,yes
TRADDXS12903CEDB38,Don't Stop The Music,Rihanna,Just Dance,2007,11,0.021,4,0,0,0.309,0,283.872,0,283.8722,0,nan,128.092,-4.465,yes
TRADODV128F4283EB6,Got It Twisted,Mobb Deep,Amerikaz Nightmare,2004,6,0.113,4,1,0,0.233,3.355,207.128,0,224.62649,0,0.662826893,103.433,-5.627,yes
TRAOGAZ128F42B7FFC,When You Were Young,The Killers,When You Were Young,2006,11,0.106,4,0,1,0.333,0,250.746,0,269.76608,0,nan,130.065,-7.477,yes
TRAOGHG12903CA3B89,Moving Mountains,Usher,Moving Mountains,2008,11,0.294,5,1,1,0.233,0,301.697,0,309.83791,0,nan,126.955,-5.692,yes
TRAODGF128F92F3FF9,Break The Ice,Britney Spears,Break The Ice: Dance Remixes,2007,0,0.652,4,0.17,1,0.509,0.189,517.613,0,530.12853,0,nan,130.012,-5.432,yes
TRAXIDM128F42AAF9E,O,Omarion,O,2004,0,0.569,4,1,1,0.624,2.821,267.006,0,281.05098,0,nan,119.904,-8.538,yes
TRAXJHG128F427EA02,Be Like That,3 Doors Down,The Better Life - Deluxe Edition,1999,7,0.621,4,0.509,1,0.789,0,278.648,0,278.64771,0,nan,94.084,-5.206,yes
TRAXVGE128E0783F1D,What You Waiting For?,Gwen Stefani,What You Waiting For?,2004,0,0.354,4,0,1,0.073,0,213.24,0,225.41016,0,nan,136.044,-3.683,yes
TRAKIME128F92F148D,I Go Back,Kenny Chesney,When The Sun Goes Down,2004,5,1,4,0.811,1,0.746,0.09,221.588,0,243.66975,0,nan,89.985,-6.07,yes
TRAKDJO128E07811D8,Pieces Of Me,Ashlee Simpson,Pieces Of Me,2004,11,0.78,3,0.017,0,0.678,0.131,388.197,0,425.22077,0,nan,120.017,-6.304,yes
TRAKYTI128C7196464,#1,Nelly,Nellyville,2001,4,0.154,3,0.383,0,0.095,0,196.725,0,198.81751,0,nan,72.007,-5.837,yes
TRAYUXO12903C99CBF,You Found Me,The Fray,NOW That's What I Call Music_ Vol. 31,2008,11,0.395,4,0.739,1,0.477,0,226.209,0,240.56118,0,0.399899548,151.983,-6.093,yes
TRAYSMO128F9318E7C,Absolute,The Fray,The Fray,2009,3,0.222,4,0.79,1,0.437,0.148,213.502,0,227.082,0,0.795505541,140.577,-5.432,yes
TRBMRAI128F427B204,Chasing Pavements,Adele,Now That's What I Call Music! 69,2008,3,0.231,3,0.252,1,0.396,1.112,203.598,0,209.71057,0,nan,80.07,-6.441,yes
TRBMAIL128F930842F,Notion,Kings Of Leon,Notion,2008,4,0.708,4,0.718,1,0.57,0.16,172.054,0,181.18485,0,nan,147.626,-4.997,yes
TRBMKVF128E0789440,So What The Fuss,Stevie Wonder,So What The Fuss,2005,0,0.006,4,0.501,1,0.296,0.34,259.042,0,263.05261,0,nan,100.038,-5.773,yes
TRBMYNB128F92EF1F4,We Belong Together,Gavin DeGraw,Live From Soho,2008,7,0.357,5,0.168,1,0.483,0,295.213,0,306.33751,0,nan,103.564,-10.351,yes
TRBWNTC128F9309A59,All These Things That I've Done,The Killers,Hot Fuss,2004,6,0.489,4,0.72,1,0.536,7.396,297.186,0,301.71383,0,0.911895864,118.26,-6.708,yes
TRBGMZJ128F42BC17E,It's Not Over,Daughtry,Daughtry,2006,10,0.695,7,0.883,0,0.651,0.404,205.793,0,215.01342,0,nan,145.918,-3.671,yes
TRBGCQP128F92E36CB,I'd Rather Be With You,Joshua Radin,I'd Rather Be With You,2008,1,0.514,4,0.666,1,0.492,2.583,161.437,0,169.32526,0,0.838197424,163.746,-12.206,yes
TRBGRXO128F4282115,Collide,Howie Day,Stop All The World Now (SPECIAL EDITION VERSION),2003,10,0.598,4,0.882,1,0.637,0.078,268.011,0,277.002,0,nan,180.073,-12.316,yes
TRBGASN128F427BF8F,I'm Glad,Jennifer Lopez,I'm Glad,2002,5,0.673,4,0.132,0,0.595,2.972,212.213,0,224.39138,0,nan,93.95,-5.229,yes
TRBGNCL128F428F56F,4 In The Morning,Gwen Stefani,4 In The Morning,2006,0,0.278,4,0,1,0.396,0.287,284.549,0,294.19057,0,nan,124.517,-6.805,yes
TRBGJDW128F4292EDB,Karma,Alicia Keys,The Diary Of Alicia Keys,2003,7,0.267,3,1,0,0.324,0.177,253.498,0,255.99955,0,0.723348601,113.485,-6.155,yes
TRBGDYO12903D11B4C,La La La,LMFAO,La La La,2008,5,0.424,7,0.811,1,0.519,0.2,208.457,0,211.09506,0,nan,127.472,-12.041,yes
TRBHMTJ128E079911B,Precious,Depeche Mode,Precious,2005,1,0.247,4,0,1,0.427,0,234.516,0,250.04363,0,0.749340317,198.672,-4.01,yes
TRBHBSN128F427164E,Fake It,Seether,Finding Beauty In Negative Spaces,2007,8,0.332,4,0.252,1,0.452,0.09,188.732,0,193.88036,0,nan,131.971,-3.455,yes
TRBHFNJ128F428B3B4,He Is,Heather Headley,This Is Who I Am,2003,1,0.57,4,1,1,0.203,3.001,228.884,0,228.88444,0,0.610964202,150.388,-4.731,yes
TRBHLDQ128F423EF10,Blue Orchid,The White Stripes,Blue Orchid,2005,1,0.704,4,0.76,1,0.521,6.513,156.479,0,160.31302,0,0.972386891,152.785,-9.385,yes
TRBHJXD128F14628B5,If You're Not The One,Daniel Bedingfield,Gotta Get Thru This,2002,10,0.784,4,0.45,1,0.775,0.102,240.152,0,257.25342,0,nan,117.998,-10.294,yes
TRBHYPZ128F42639B0,Lost Without U,Robin Thicke,The Evolution of Robin Thicke,2006,0,0.832,4,0.942,1,0.634,0,236.983,0,254.1971,0,nan,85.004,-12.454,yes
TRBCHPT128F425E20D,Long Road To Ruin,Foo Fighters,Echoes_ Silence_ Patience & Grace,2007,0,0.621,4,0.78,1,0.573,0,216.05,0,224.88771,0,nan,146.775,-3.701,yes
TRBCBEU128F92C2F02,Butterflies,Michael Jackson,Michael Jackson: The Ultimate Collection,2001,1,0.375,4,0.054,1,0.435,0.142,266.977,0,279.43138,0,nan,90.054,-2.97,yes
TRBCFQK12903CA5CE2,Whatcha Say,Jason Derulo,Jason Derulo,2009,8,0.497,4,0.847,0,0.537,0.092,216.456,0,222.61506,0,nan,143.81,-4.206,yes
TRBCIRO128F42B0277,Beautiful,Christina Aguilera,Dance Vault Remixes - Beautiful,2002,8,0.481,4,0,1,0.394,0.287,227.637,0,236.95628,0,nan,139.99,-3.924,yes
TRBRMAC128F92C1D08,What's Left Of Me,Nick Lachey,What's Left Of Me,2006,1,0.124,4,0,0,0.319,0.09,232.705,0,237.21751,0,nan,140.021,-5.374,yes
TRBRBHN128F429DDEF,Clumsy,Fergie,Clumsy/Fergalicious,2008,2,0.128,4,1,1,0.53,0,238.788,0,240.97914,0,nan,91.997,-4.402,yes
TRBRNAX128F9311245,What Goes Around...Comes Around,Justin Timberlake,What Goes Around... Comes Around The Remixes,2007,11,0.701,4,0.937,0,0.574,0.067,510.398,0,527.0722,0,nan,132.009,-5.576,yes
TRBRTTV128F933AF4C,Wind It Up,Gwen Stefani,Wind It Up,2006,1,0.012,4,0.772,1,0.356,3.111,177.772,0,191.11138,0,nan,120.025,-7.694,yes
TRBBTJL128F9311B15,La La La,LMFAO,Party Rock,2008,0,0.653,4,0.035,0,0.514,0,210.625,0,210.62485,0,nan,127.8,-6.155,yes
TRBBSGI128F9309855,America's Suitehearts,Fall Out Boy,Alternative Summer 2009,2008,2,0.439,4,0.47,1,0.524,0.119,208.538,0,214.33424,0,0.787620404,160.109,-4.469,yes
TRBBDAH128F92E625E,What Would You Do?,City High,Ultimate R&B,2001,7,0.572,4,0.163,1,0.219,0.243,172.159,0,174.91546,0,nan,191.548,-6.567,yes
TRBFAES12903CE2660,Breakaway,Kelly Clarkson,Essential Pop Anthems:  Classic 80s_ 90s and Current Chart Hits,2004,0,0.49,3,0.931,1,0.557,0,226.911,0,236.77342,0,nan,160.085,-5.012,yes
TRBFTBY128F426663E,She Couldn't Change Me,Montgomery Gentry,Carrying On,2001,5,0.638,4,0.861,1,0.482,0.215,245.574,0,260.12689,0,0.751678523,117.413,-10.48,yes
TRBFLXG128F42ADAC5,Stupid Girls,P!nk,Stupid Girls,2006,0,0.419,4,0.768,1,0.277,0.334,179.589,0,196.17914,0,nan,100.011,-4.878,yes
TRBFYNY128F92F8755,Your Love Is My Drug,Ke$ha,Animal,2010,10,0.45,4,0.779,0,0.504,0.357,179.601,0,187.14077,0,nan,119.971,-3.659,yes
TRBQIKR128F148BE55,We Belong Together,Mariah Carey,R&B Divas,2005,0,0.998,4,0.541,1,0.649,0.223,189.841,0,202.03057,0,0.853333269,139.988,-7.68,yes
TRBQLDO12903CAC207,These Words,Natasha Bedingfield,These Words (I Love You_ I Love You),2004,10,0.543,4,0.932,1,0.482,15.621,240.913,0,255.39873,0,nan,97.005,-5.456,yes
TRBQDIQ128E07914D8,Pon de Replay,Rihanna,Pon de Replay,2005,11,0,3,0.182,0,0,0.119,404.753,0,409.15546,0,nan,128.025,-6.079,yes
TRBZGSM128E078EDB4,Without Me,Eminem,Without Me,2002,4,0.272,4,0.964,1,0.282,0.206,246.161,0,251.55873,0,nan,126.219,-8.929,yes
TRBZFCH128F428871D,U Should've Known Better,Monica,After The Storm,2003,6,0.619,4,1,1,0.71,0,251.205,0,257.77587,0,0.888215326,122.004,-5.413,yes
TRBZZUT128F92DD82D,My Life Would Suck Without You,Kelly Clarkson,OE 3 Greatest Hits Vol. 45,2009,9,0,4,0.597,1,0.236,0.34,205.131,0,211.56526,0,nan,144.992,-4.334,yes
TRBZVAU128F932DC28,I Just Wanna Love U (Give It 2 Me),Jay-Z,Def Jam 25_ Vol. 14 - Best Of The Best,2000,0,0.628,4,0.647,1,0.56,0,218.093,0,227.47383,0,nan,98.741,-2.179,yes
TRBIGJK128E0783FCB,Leave (Get Out),JoJo,Baby It's You,2004,5,0.358,4,0.256,1,0.225,0.178,232.083,0,239.49016,0,nan,173.967,-8.413,yes
TRBIEIZ128F148D778,Diamonds From Sierra Leone,Kanye West,Late Orchestration,2005,7,0.569,4,0.859,1,0.578,2.014,242.707,0,247.64036,0,nan,81.53,-5.597,yes
